login,repo,path,status,depth,jvm_fit,category,lines,notes,reasoning,first_seen,last_seen
sth77,spring-ddd-starter,.claude/CLAUDE.md,needs_review,1,high,framework,62,,"Spring/JVM-framework guidance in .claude/CLAUDE.md (62 lines, depth 1) - real content but borderline depth/completeness",2026-06-27,2026-06-27
johnsonr,pack-github,skills/github-workflows/SKILL.md,needs_review,1,med,tool,158,,"JVM-focused skills/github-workflows/SKILL.md (158 lines, depth 1) - real guidance but below 'found' threshold on line count or depth",2026-06-27,2026-06-27
johnsonr,pack-movie,skills/movie/SKILL.md,needs_review,1,med,tool,113,,"JVM-focused skills/movie/SKILL.md (113 lines, depth 1) - real guidance but below 'found' threshold on line count or depth",2026-06-27,2026-06-27
johnsonr,pack-research,skills/web-search/SKILL.md,needs_review,1,med,tool,90,,"JVM-focused skills/web-search/SKILL.md (90 lines, depth 1) - real guidance but below 'found' threshold on line count or depth",2026-06-27,2026-06-27
johnsonr,pack-zoom,skills/zoom-recordings/SKILL.md,needs_review,1,med,tool,179,,"JVM-focused skills/zoom-recordings/SKILL.md (179 lines, depth 1) - real guidance but below 'found' threshold on line count or depth",2026-06-27,2026-06-27
johnsonr,ecstasy-skill,SKILL.md,needs_review,1,med,tool,78,,"JVM-focused SKILL.md (78 lines, depth 1) - real guidance but below 'found' threshold on line count or depth",2026-06-27,2026-06-27
dasniko,mcp-auth-demo,CLAUDE.md,found,1,med,framework,228,,"High-depth CLAUDE.md (228 lines, depth 1) - real JVM-focused skill with actionable guidance",2026-06-27,2026-06-27
dasniko,keycloak-extensions-demo,CLAUDE.md,found,1,med,framework,83,,"Solid JVM guidance in CLAUDE.md (83 lines, depth 1) - reusable skill from dasniko",2026-06-27,2026-06-27
thlorenz,doctoc,AGENTS.md,needs_review,1,med,framework,61,,"Spring/JVM-framework guidance in AGENTS.md (61 lines, depth 1) - real content but borderline depth/completeness",2026-06-27,2026-06-27
thlorenz,agent-skills,prompt-process/SKILL.md,needs_review,0,low,misc,48,Unclear content: 48 lines,thlorenz/agent-skills/prompt-process/SKILL.md: Unclear content: 48 lines,2026-06-27,2026-06-27
sebi06,czitools,.claude/skills/release-new-version/SKILL.md,needs_review,0,low,misc,127,Unclear content: 127 lines,sebi06/czitools/.claude/skills/release-new-version/SKILL.md: Unclear content: 127 lines,2026-06-27,2026-06-27
tschuehly,embabel-agent-builder,SKILL.md,needs_review,1,med,tool,67,"Borderline JVM skill: 67 lines, 2 JVM signals","tschuehly/embabel-agent-builder/SKILL.md: Borderline JVM skill: 67 lines, 2 JVM signals",2026-06-27,2026-06-27
tschuehly,lexware,.agents/skills/design-postgres-table/SKILL.md,needs_review,0,low,misc,203,Unclear content: 203 lines,tschuehly/lexware/.agents/skills/design-postgres-table/SKILL.md: Unclear content: 203 lines,2026-06-27,2026-06-27
tschuehly,lexware,.agents/skills/interview/SKILL.md,needs_review,0,low,misc,51,Unclear content: 51 lines,tschuehly/lexware/.agents/skills/interview/SKILL.md: Unclear content: 51 lines,2026-06-27,2026-06-27
tschuehly,lexware,.agents/skills/jooq-best-practices/SKILL.md,found,2,high,framework,71,"JVM skill with 6 JVM signals, 71 lines of concrete guidance","tschuehly/lexware/.agents/skills/jooq-best-practices/SKILL.md: JVM skill with 6 JVM signals, 71 lines of concrete guidance",2026-06-27,2026-06-28
remast,marga,AGENTS.md,needs_review,1,high,framework,23,"marga is a Java HTTP routing library (Maven multi-module). Lightweight framework for REST routing; 14 stars in demo repo. AGENTS.md is minimal project documentation (build commands, test patterns). Unclear if there's deeper transferable routing guidance beyond project setup. Borderline: project-doc vs. thin but real framework guidance.",,2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/110-java-maven-best-practices/SKILL.md,found,3,high,build,64,,"Maven best-practices skill (64 lines) with concrete opinionated guidance on dependency management, plugin configuration, and build optimization. Maven is a core JVM build tool. Author jabrena, high-star repo (410), original project.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/111-java-maven-dependencies/SKILL.md,found,3,high,build,100,,"Maven dependencies skill (100 lines) with detailed, consultative guidance on JSpecify, Error Prone, VAVR, and ArchUnit. Covers JVM-specific quality-improvement libraries. Strong practical depth and JVM focus.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/112-java-maven-plugins/SKILL.md,found,3,high,build,264,,"Maven plugins skill (264 lines, substantial depth) with opinionated guidance on Maven plugin selection and configuration for Java projects. Practical, JVM-specific build knowledge.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/113-java-maven-documentation/SKILL.md,found,2,high,build,59,,Maven documentation generation skill (59 lines) with JVM-specific guidance on Maven site generation and documentation best practices. Transferable JVM build knowledge.,2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/114-java-maven-search/SKILL.md,found,2,high,build,68,,Maven dependency-search skill (68 lines) with guidance on finding and evaluating Maven Central dependencies for JVM projects. Practical JVM build guidance.,2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/121-java-object-oriented-design/SKILL.md,found,3,high,language,126,,"Java OOP design skill (126 lines, substantial depth) with detailed guidance on SOLID, DRY, code smells, object creation patterns, encapsulation. Concrete, reusable patterns for Java development.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/122-java-type-design/SKILL.md,found,2,high,language,70,,"Java type-design skill (70 lines) with guidance on type hierarchies, generics, sealed classes, records. Core Java language feature guidance.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/123-java-design-patterns/SKILL.md,found,2,high,language,72,,"Java design-patterns skill (72 lines) covering creational, structural, behavioral patterns specific to Java. Reusable architectural knowledge for JVM projects.",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/124-java-secure-coding/SKILL.md,found,2,high,language,59,,"Java secure-coding skill (59 lines) with guidance on input validation, serialization, crypto, and injection prevention in Java. Concrete JVM security practices.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/125-java-concurrency/SKILL.md,found,3,high,language,67,,"Java concurrency skill (67 lines) with detailed guidance on ExecutorService, CompletableFuture, virtual threads, structured concurrency, memory model. Expert-level JVM concurrency knowledge.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/126-java-exception-handling/SKILL.md,found,2,high,language,69,,"Java exception-handling skill (69 lines) with guidance on checked vs. unchecked exceptions, exception contracts, failure capture. Practical Java language best practices.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/128-java-generics/SKILL.md,found,2,high,language,67,,"Java generics skill (67 lines) with guidance on type parameters, wildcards, erasure, bounded types. Core Java language feature expertise.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/130-java-testing-strategies/SKILL.md,found,2,med,testing,59,,"Java testing-strategy skill (59 lines) covering unit/integration/acceptance testing approaches for Java. While testing is somewhat generic, the guidance is contextualized to Java/JVM projects.",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/131-java-testing-unit-testing/SKILL.md,found,2,med,testing,63,,"Java unit-testing skill (63 lines) with guidance on JUnit, mocking, test structure in Java projects. Practical JVM testing knowledge.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/132-java-testing-integration-testing/SKILL.md,found,2,med,testing,63,,"Java integration-testing skill (63 lines) with guidance on testcontainers, database testing for Java/Spring projects. JVM-specific testing patterns.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/133-java-testing-acceptance-tests/SKILL.md,found,2,med,testing,64,,Java acceptance-testing skill (64 lines) with guidance on behavior-driven testing in Java. JVM-contextualized testing methodology.,2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/141-java-refactoring-with-modern-features/SKILL.md,found,2,high,language,63,,"Java refactoring skill (63 lines) with guidance on modernizing Java code (records, sealed classes, text blocks, pattern matching). Concrete, current Java language evolution guidance.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/142-java-functional-programming/SKILL.md,found,2,high,language,73,,"Java functional-programming skill (73 lines) with guidance on streams, lambdas, functional patterns in Java. Core Java language feature expertise.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/143-java-functional-exception-handling/SKILL.md,found,2,high,language,67,,"Java functional exception-handling skill (67 lines) with guidance on error handling in functional Java code (Either/Try patterns, Maybe). Specialized but valuable JVM knowledge.",2026-06-27,2026-06-28
blues-man,customer-java-skeleton,.agents/skills/deploy-openshift-s2i/SKILL.md,found,2,high,framework,156,"Quarkus + OpenShift S2I Java deployment; concrete guidance for provisioning PostgreSQL, building app, exposing routes.","Deploy Quarkus App to OpenShift with S2I Java teaches step-by-step microservice deployment (156 lines) with concrete command examples and prerequisites. Directly applicable to JVM projects targeting OpenShift. Strong signals: Quarkus framework, S2I Java builder, PostgreSQL provisioning.",2026-06-27,2026-06-27
blues-man,customer-java-skeleton,.agents/skills/postgres-k8s/SKILL.md,found,2,high,build,187,PostgreSQL 15 Kubernetes deployment with YAML manifests; reusable for Java apps needing persistent database.,Deploy PostgreSQL to Kubernetes provides production-ready Kubernetes manifests (187 lines) for PostgreSQL database provisioning. Applicable to any JVM microservice requiring persistent storage. Clear step-by-step guidance with actual YAML configurations.,2026-06-27,2026-06-27
blues-man,customer-java-skeleton,.claude/skills/deploy-openshift-s2i/SKILL.md,needs_review,2,high,framework,157,"Duplicate of entry 482 (.agents/skills version). Same skill, different directory within same repo.","This is the same deploy-openshift-s2i skill duplicated in .claude/skills directory. Entry 482 already identifies this as a found JVM skill. Per rule 2, copied skills should be promoted once; recommend canonical promotion at entry 482 (.agents/skills).",2026-06-27,2026-06-27
blues-man,customer-java-skeleton,.claude/skills/postgres-k8s/SKILL.md,needs_review,2,high,build,187,"Duplicate of entry 483 (.agents/skills version). Same skill, different directory within same repo.","This is the same postgres-k8s skill duplicated in .claude/skills directory. Entry 483 already identifies this as a found JVM skill. Per rule 2, copied skills should be promoted once; recommend canonical promotion at entry 483 (.agents/skills).",2026-06-27,2026-06-27
blues-man,chatbot-skills,.agents/skills/add-pgvector-k8s/SKILL.md,found,2,high,framework,100,"pgvector (PostgreSQL vector extension) on Kubernetes for Quarkus RAG/embedding workloads. Covers K8S manifests, Quarkus dependencies, datasource configuration.","Add pgvector Database on Kubernetes deploys PostgreSQL with pgvector extension for Quarkus applications (100 lines). Strong JVM signal: Quarkus framework, Hibernate ORM Panache, pgvector for vector similarity search. Concrete guidance on manifest application, dependency configuration, and datasource setup for AI/ML workloads.",2026-06-27,2026-06-28
blues-man,chatbot-skills,.claude/skills/add-pgvector-k8s/SKILL.md,needs_review,2,high,framework,95,"Duplicate of entry 487 (.agents/skills version). Same skill, different directory within same repo.","This is the same add-pgvector-k8s skill duplicated in .claude/skills directory. Entry 487 already identifies this as a found JVM skill. Per rule 2, copied skills should be promoted once; recommend canonical promotion at entry 487 (.agents/skills).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/144-java-data-oriented-programming/SKILL.md,found,3,high,framework,63,,"data-oriented programming with records, immutable data structures, pure transformations, flat denormalized structures. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/145-java-refactoring-high-performance/SKILL.md,found,3,high,framework,67,,"high-performance Java refactoring: memory allocation reduction, CPU hot-path optimization, concurrency discipline. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/151-java-performance-jmeter/SKILL.md,found,3,high,framework,61,,"JMeter performance testing setup: load test configuration, script templates, environment variable overrides. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/152-java-performance-gatling/SKILL.md,found,3,high,framework,72,,"Gatling performance testing: Maven plugin configuration, simulation creation, report generation. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/161-java-profiling-detect/SKILL.md,found,3,high,tool,63,,"Java profiling detection with async-profiler: CPU, memory, threading, GC, I/O profiling modes, flamegraphs, JFR. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/162-java-profiling-analyze/SKILL.md,found,3,high,tool,66,,"profiling data analysis: problem identification, documentation templates, impact/effort prioritization. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/163-java-profiling-refactor/SKILL.md,found,2,high,tool,48,,"Java profiling refactoring workflow and optimization guidance based on profiling data. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/164-java-profiling-verify/SKILL.md,found,2,high,tool,60,,"profiling verification: measuring optimization impact, performance validation. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/170-java-documentation/SKILL.md,found,2,high,framework,58,,"Java documentation best practices and guidance. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/181-java-observability-logging/SKILL.md,found,3,high,framework,65,,"Java observability logging patterns and structured logging. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/182-java-observability-metrics-micrometer/SKILL.md,found,3,high,framework,62,,"Micrometer metrics collection, gauge/counter/timer design, registry configuration. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/183-java-observability-tracing-opentelemetry/SKILL.md,found,3,high,framework,62,,"OpenTelemetry distributed tracing: span modeling, context propagation, semantic conventions, sampling. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/200-agents-md/SKILL.md,found,2,high,framework,59,,"AGENTS.md generator for Java repositories: interactive process for role definition, tech stack, workflows. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/300-frameworks-spring-boot-create-project/SKILL.md,found,2,high,framework,60,,"Spring Boot Maven project creation with SDKMAN: Java 25, Spring Boot 4.0.x baseline, dependency setup. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/301-frameworks-spring-boot-core/SKILL.md,found,3,high,framework,67,,"Spring Boot core guidelines: component annotations, bean scoping, configuration, dependency injection, profiles. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/302-frameworks-spring-boot-rest/SKILL.md,found,3,high,framework,69,,"Spring Boot REST API design: status codes, DTOs, validation, error handling, async patterns. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/303-frameworks-spring-boot-validation/SKILL.md,found,3,high,framework,61,,"Spring Boot validation: Bean Validation, custom validators, error response formatting. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/304-frameworks-spring-boot-security/SKILL.md,found,3,high,framework,66,,"Spring Boot security: authentication, authorization, OAuth2, JWT, method-level security. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/305-frameworks-spring-boot-modulith/SKILL.md,found,2,high,framework,59,,"Spring Modulith: module boundaries, application events, module documentation. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/311-frameworks-spring-jdbc/SKILL.md,found,3,high,framework,67,,"Spring JDBC: JdbcClient, JdbcTemplate, NamedParameterJdbcTemplate, parameterized SQL, RowMapper, transactions. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/312-frameworks-spring-data-jdbc/SKILL.md,found,3,high,framework,64,,"Spring Data JDBC with records: entity design, repository pattern, immutable updates, aggregates. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/313-frameworks-spring-db-migrations-flyway/SKILL.md,found,3,high,framework,61,,"Flyway database migrations in Spring Boot: versioned SQL, properties configuration, validation. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/314-frameworks-spring-kafka/SKILL.md,found,2,high,framework,48,,"Spring Kafka messaging: producer/consumer, topic design, serialization, retries, dead-letter topics. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/315-frameworks-spring-mongodb/SKILL.md,found,3,high,framework,62,,"Spring Data MongoDB: entity mapping, repository pattern, query methods, transactions. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/316-frameworks-spring-mongodb-migrations-mongock/SKILL.md,found,3,high,framework,65,,"Mongock MongoDB migrations in Spring: @ChangeUnit classes, versioning, rollback, locking. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/321-frameworks-spring-boot-testing-unit-tests/SKILL.md,found,3,high,framework,64,,"Spring Boot unit testing: Mockito, @SpringBootTest, @WebMvcTest, parameterized tests. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/322-frameworks-spring-boot-testing-integration-tests/SKILL.md,found,3,high,framework,68,,"Spring Boot integration testing: Testcontainers, @ServiceConnection, database/Kafka containers, cleanup. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/323-frameworks-spring-boot-testing-acceptance-tests/SKILL.md,found,3,high,framework,65,,"Spring Boot acceptance tests from Gherkin: @SpringBootTest, TestRestTemplate, Testcontainers, WireMock. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/400-frameworks-quarkus-create-project/SKILL.md,found,2,high,framework,60,,"Quarkus Maven project creation with SDKMAN: Java 25, Quarkus 3.x baseline, extension selection. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/401-frameworks-quarkus-core/SKILL.md,found,3,high,framework,67,,"Quarkus core: CDI beans/scopes, SmallRye Config, profiles, lifecycle, interceptors, events, virtual threads. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/402-frameworks-quarkus-rest/SKILL.md,found,3,high,framework,69,,"Quarkus REST API: Jakarta REST, status codes, validation, exception mappers, API versioning, idempotency, caching. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/403-frameworks-quarkus-validation/SKILL.md,found,2,high,framework,60,,"Quarkus validation: Bean Validation, custom validators, constraint validation, error response handling. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/404-frameworks-quarkus-security/SKILL.md,found,3,high,framework,63,,"Quarkus security: OIDC, JWT, CORS, role-based access control, security events. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/411-frameworks-quarkus-jdbc/SKILL.md,found,2,high,framework,60,,"Quarkus JDBC: reactive/blocking drivers, connection pooling, transaction management, query patterns. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/412-frameworks-quarkus-panache/SKILL.md,found,3,high,framework,62,,"Quarkus Panache: active record pattern, entity design, queries, transactions, lifecycle hooks. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/413-frameworks-quarkus-db-migrations-flyway/SKILL.md,found,2,high,framework,60,,"Flyway migrations in Quarkus: extension, versioned SQL, configuration, migrate-at-start. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/414-frameworks-quarkus-kafka/SKILL.md,found,2,high,framework,48,,"Quarkus Kafka with SmallRye Reactive Messaging: channels, serialization, failure strategies, Dev Services. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/415-frameworks-quarkus-mongodb/SKILL.md,found,2,high,framework,48,,"Quarkus MongoDB: Panache Mongo entities, repositories, document design, indexes. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/416-frameworks-quarkus-mongodb-migrations-mongock/SKILL.md,found,2,high,framework,60,,"Mongock MongoDB migrations in Quarkus: @ChangeUnit classes, config, locking, transactions. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/421-frameworks-quarkus-testing-unit-tests/SKILL.md,found,3,high,framework,64,,"Quarkus unit testing: Mockito-first, @QuarkusTest, @InjectMock/@InjectSpy, parameterized tests, profiles. Authored by Juan Antonio Breña Moral in cursor-rules-java (410 stars), a professional JVM skills collection. Concrete guidance, workflow steps, references, and constraints—clearly promotable skill.",2026-06-27,2026-06-28
bmscomp,dr,content/deployments/claude.md,found,3,high,data,2918,data skill,"content/deployments/claude.md: 2918 lines, depth 3, jvm_fit high. Real skill teaching data.",2026-06-27,2026-06-27
zbendhiba,my-open-skills,quarkus-extensions-developer/SKILL.md,found,3,high,framework,583,framework skill,"quarkus-extensions-developer/SKILL.md: 583 lines, depth 3, jvm_fit high. Real skill teaching framework.",2026-06-27,2026-06-28
zbendhiba,camel-route-developer,camel-route-developer/SKILL.md,found,3,high,framework,161,framework skill,"camel-route-developer/SKILL.md: 161 lines, depth 3, jvm_fit high. Real skill teaching framework.",2026-06-27,2026-06-28
fcamblor,mac-ai-trackers,.claude/skills/assistant-merge/SKILL.md,needs_review,3,med,tool,152,tool skill,".claude/skills/assistant-merge/SKILL.md: 152 lines, depth 3, jvm_fit med. Real skill teaching tool.",2026-06-27,2026-06-27
fcamblor,mac-ai-trackers,.claude/skills/assistant-propose/SKILL.md,needs_review,1,low,tool,80,tool skill,".claude/skills/assistant-propose/SKILL.md: 80 lines, depth 1, jvm_fit low. Real skill teaching tool.",2026-06-27,2026-06-27
stephanj,conference-scheduling-skill,conference-scheduler-timefold-skill/SKILL.md,found,3,high,framework,216,"Depth 3: constraint model (hard/soft), configuration, time limit tuning. Single JVM skill at canonical conference-scheduling-skill repo (sister Python skills same repo but Python-based).","Substantial, practical JVM skill teaching conference scheduling constraint optimization with TimeFold (Java constraint solver). Prerequisites: Java 21+, Maven. Comprehensive coverage: constraint model taxonomy (speaker conflicts, room conflicts as hard constraints; educational flow, track consistency as soft constraints), multi-day scheduling, CSV input/output formats, solver tuning by conference size (10s-10m time limits). Teaches reusable patterns for OptaPlanner/TimeFold domain modeling. Strong JVM signal: Java 21+ required, Maven build, TimeFold is pure Java. Reusable for any conference scheduling problem.",2026-06-27,2026-06-28
stephanj,claude-code-collections,skills/conference-scheduler-timefold-skill/SKILL.md,needs_review,2,med,tool,182,TimeFold conference scheduling using Java constraint solver with CSV inputs/outputs,"Uses TimeFold (Java constraint solver) but teaches tool usage (CSV formats, scheduling constraints) rather than JVM development patterns. Domain is scheduling/optimization, not JVM. Borderline: Java library but tool-specific, not JVM-fit as primary subject.",2026-06-27,2026-06-27
stephanj,claude-code-collections,skills/java-architect/SKILL.md,found,2,high,framework,95,"Spring Boot 3.x microservices with WebFlux reactive programming, JPA optimization, Spring Security","Teaches Spring Boot 3.x enterprise architecture (microservices, WebFlux, JPA/Hibernate, Spring Security, OAuth2/JWT, cloud-native). Provides structured workflow with reference guides for setup, reactive patterns, and testing strategies. Core JVM frameworks with reusable, opinionated patterns.",2026-06-27,2026-06-28
stephanj,claude-code-collections,skills/java-best-practices/SKILL.md,found,3,high,language,498,"Modern Java patterns: records, sealed classes, exhaustive pattern matching, type-first development, making illegal states unrepresentable","Comprehensive Java 21 best practices (records, sealed classes, pattern matching, value objects, type-first development). 498 lines of concrete, reusable patterns demonstrating exhaustive pattern matching and making illegal states unrepresentable. Deep JVM subject matter with substantial opinionated guidance.",2026-06-27,2026-06-28
