login,repo,path,reason,reasoning,first_seen,last_seen
loiane,specs-driven-development-spring-angular,.claude/skills/tdd-red-green-refactor/SKILL.md,review,"Opus recheck rejected promotion: Deeply project-specific: hardcodes project-internal paths (04-tasks.md, .tdd-state.json, 05-implementation-log.md), a custom hook (block-impl-without-failing-test), and Phase 4 workflow language that are meaningless outside this one repo — not a portable JVM skill.. (judge: 113 lines of detailed TDD methodology with Java/Spring test context (JUnit 5, @Tag/@DisplayName requirements, Spring test slice patterns, test logging format). While TDD is language-neutral, embedding in Java/Spring testing workflow and specific test annotation requirements give medium JVM-fit. Real methodology for Java engineers.)",2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/adr-authoring/SKILL.md,jvm-collection,"Identical copy of .claude/skills/adr-authoring/SKILL.md. Per eval Rule 2 and Rule 80 (Java Day Istanbul 2026): when identical skills appear in multiple agent registries (.claude/, .github/, .windsurf/) within the same repo, promote canonical (.claude/) once; classify rest as jvm-collection. This is .github/ variant of canonical skill.",2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/angular-developer/SKILL.md,jvm-collection,Identical copy of .claude/skills/angular-developer/SKILL.md. Framework-installation duplicate for .github/ agent compatibility. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/angular-new-app/SKILL.md,jvm-collection,Identical copy of .claude/skills/angular-new-app/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/archunit-rules/SKILL.md,jvm-collection,Identical copy of .claude/skills/archunit-rules/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/brownfield-onboarding/SKILL.md,jvm-collection,Identical copy of .claude/skills/brownfield-onboarding/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/clarity-over-cleverness/SKILL.md,jvm-collection,Identical copy of .claude/skills/clarity-over-cleverness/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/ears-spec-authoring/SKILL.md,jvm-collection,Identical copy of .claude/skills/ears-spec-authoring/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/epic-slicing-planning/SKILL.md,jvm-collection,Identical copy of .claude/skills/epic-slicing-planning/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/flyway-or-liquibase-detection/SKILL.md,jvm-collection,Identical copy of .claude/skills/flyway-or-liquibase-detection/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/harness-report-parsing/SKILL.md,jvm-collection,Identical copy of .claude/skills/harness-report-parsing/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/issue-tracker-ingestion/SKILL.md,jvm-collection,Identical copy of .claude/skills/issue-tracker-ingestion/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/jacoco-coverage-policy/SKILL.md,jvm-collection,Identical copy of .claude/skills/jacoco-coverage-policy/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/junit5-testcontainers-patterns/SKILL.md,jvm-collection,Identical copy of .claude/skills/junit5-testcontainers-patterns/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/maven-harness-pom/SKILL.md,jvm-collection,Identical copy of .claude/skills/maven-harness-pom/SKILL.md. Framework-installation duplicate. Canonical is .claude/ variant.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/openapi-contract-first/SKILL.md,review,real SKILL.md — classify JVM vs off-topic,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/performance-optimization/SKILL.md,jvm-collection,Same skill as .claude/skills version (entry 13 in prefilter); Rule 80 applies to intra-repo registry duplicates. Promote canonical .claude variant only.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/pit-mutation-tuning/SKILL.md,jvm-collection,Duplicate of .claude/skills version (entry 15); Rule 80 requires single promotion via .claude registry.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/requirements-traceability/SKILL.md,jvm-collection,Intra-repo duplicate across registries; canonical .claude version is the single-promotion point per Rule 80.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/shipping-and-launch/SKILL.md,jvm-collection,Registry duplicate (.github vs canonical .claude); apply Rule 80 single-promotion across agent frameworks.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/spring-boot-4-conventions/SKILL.md,jvm-collection,"Same skill across .claude, .github, .windsurf registries; Rule 80 limits to one promotion via .claude.",2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/spring-code-review-rubric/SKILL.md,jvm-collection,Duplicate of .claude canonical version per Rule 80; intra-repo registry consolidation.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/spring-security-baseline/SKILL.md,jvm-collection,"Registry duplicate; single-promotion rule (Rule 80) applies across .claude, .github, .windsurf.",2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/spring-task-decomposition/SKILL.md,jvm-collection,Intra-repo .github copy of canonical .claude skill; Rule 80 consolidation.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.github/skills/tdd-red-green-refactor/SKILL.md,jvm-collection,"Same author, same repo, different registry; Rule 80 limits promotion to canonical .claude version.",2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/adr-authoring/SKILL.md,jvm-collection,Intra-repo duplicate (.windsurf vs canonical .claude); Rule 80 applies to all agent-tool registry variants.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/angular-developer/SKILL.md,off-topic-tech,"Angular is TypeScript/JavaScript frontend framework, not JVM technology. Although in a mixed Spring+Angular repo, Angular-specific developer guidance (signals, forms, DI, routing, components) is purely frontend scope with zero JVM fit.",2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/angular-new-app/SKILL.md,off-topic-tech,"Angular CLI/project scaffolding is frontend-only, no JVM relevance. Skill teaches Angular version selection and CLI flags, transferable to any TypeScript environment.",2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/archunit-rules/SKILL.md,jvm-collection,Registry duplicate (.windsurf vs canonical .claude) of high-JVM-fit ArchUnit skill; Rule 80 consolidation.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/brownfield-onboarding/SKILL.md,jvm-collection,Same onboarding workflow skill duplicated across registries; Rule 80 single-promotion principle.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/clarity-over-cleverness/SKILL.md,jvm-collection,Code-quality refactoring workflow duplicated across registries; Rule 80 requires canonical .claude promotion only.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/ears-spec-authoring/SKILL.md,jvm-collection,"Spec-authoring workflow skill duplicated across .claude, .github, .windsurf; Rule 80 consolidation to canonical.",2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/epic-slicing-planning/SKILL.md,jvm-collection,Planning/workflow skill duplicated across registries; Rule 80 single-promotion via .claude.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/flyway-or-liquibase-detection/SKILL.md,jvm-collection,Database migration tooling skill duplicated across registries; Rule 80 applies.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/harness-report-parsing/SKILL.md,jvm-collection,Build harness workflow skill duplicated across registries; Rule 80 consolidation to canonical .claude.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/issue-tracker-ingestion/SKILL.md,jvm-collection,Workflow integration skill duplicated across agent frameworks; Rule 80 limits to one promotion.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/jacoco-coverage-policy/SKILL.md,jvm-collection,JaCoCo Maven plugin configuration (high JVM fit) duplicated across registries; Rule 80 canonical promotion only.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/junit5-testcontainers-patterns/SKILL.md,jvm-collection,JUnit5 + Testcontainers testing patterns (high JVM fit) duplicated across registries; Rule 80 applies.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/maven-harness-pom/SKILL.md,jvm-collection,Maven POM harness configuration (high JVM fit) duplicated across registries; Rule 80 single-promotion consolidation.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/openapi-contract-first/SKILL.md,jvm-collection,API contract design skill duplicated across registries; Rule 80 canonical promotion only.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/performance-optimization/SKILL.md,jvm-collection,Spring Boot/JVM performance tuning (high JVM fit) duplicated across registries; Rule 80 consolidation.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/pit-mutation-tuning/SKILL.md,jvm-collection,PIT mutation testing configuration (high JVM fit) duplicated across registries; Rule 80 applies.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/requirements-traceability/SKILL.md,jvm-collection,Workflow traceability skill duplicated across registries; Rule 80 single-promotion principle.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/shipping-and-launch/SKILL.md,jvm-collection,Release workflow skill duplicated across registries; Rule 80 canonical promotion only.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/spring-boot-4-conventions/SKILL.md,jvm-collection,Spring Boot conventions (high JVM fit) duplicated across registries; Rule 80 consolidation.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/spring-code-review-rubric/SKILL.md,jvm-collection,Spring code review guidance duplicated across registries; Rule 80 single-promotion via .claude.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/spring-security-baseline/SKILL.md,jvm-collection,Spring Security patterns (high JVM fit) duplicated across registries; Rule 80 applies.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/spring-task-decomposition/SKILL.md,jvm-collection,Task design workflow duplicated across registries; Rule 80 canonical promotion only.,2026-06-28,2026-06-28
loiane,specs-driven-development-spring-angular,.windsurf/skills/tdd-red-green-refactor/SKILL.md,jvm-collection,TDD workflow duplicated across registries; Rule 80 single-promotion principle.,2026-06-28,2026-06-28
loiane,spring-ai-angular,angular-ai/.github/skills/angular-v21-migrate/SKILL.md,off-topic-tech,"Angular v21 migration guide for TypeScript/JavaScript frontend framework. No JVM fit; skill teaches Angular CLI, version compatibility, and template syntax changes — purely frontend scope.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/adr-authoring/SKILL.md,jvm-collection,Identical copy of canonical specs-driven-development-spring-angular skill. Teaching/example variant repo; Rule 2 & Rule 96 limit promotion to canonical dedicated collection repo.,2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/angular-developer/SKILL.md,off-topic-tech,"Angular developer guidance (Signals, forms, DI, routing, components, animations) in example repo. Frontend framework, zero JVM fit; topic is TypeScript/Angular exclusively.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/angular-new-app/SKILL.md,off-topic-tech,Angular CLI project generation guidance. Frontend-only; no JVM content. Teaching example repo variant of canonical specs-driven-development-spring-angular.,2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/archunit-rules/SKILL.md,jvm-collection,"ArchUnit Java architecture testing (high JVM fit) skill copied into example repo from canonical specs-driven-development-spring-angular. Same author, same skill; Rule 2 canonical promotion only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/brownfield-onboarding/SKILL.md,jvm-collection,Brownfield onboarding workflow duplicated from canonical repo into example/teaching variant. Rule 2 & 96 consolidate to canonical specs-driven-development-spring-angular.,2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/clarity-over-cleverness/SKILL.md,jvm-collection,"Code refactoring patterns copied from canonical repo into example variant. Same author, same skill; Rule 2 canonical-repo promotion only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/ears-spec-authoring/SKILL.md,jvm-collection,"EARS-lite spec authoring skill for structured acceptance criteria (79 lines, real guidance on AC shapes and Q-NNN escape hatches). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote only the canonical version, not workshop variants.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/epic-slicing-planning/SKILL.md,jvm-collection,"Epic slicing planning for large Spring features (56 lines). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, workshop variant should not be promoted separately.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/flyway-or-liquibase-detection/SKILL.md,jvm-collection,"DB migration tool detection for Maven/Gradle projects with Flyway vs Liquibase guidance (78 lines). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/harness-report-parsing/SKILL.md,jvm-collection,"Parsing Maven harness outputs (Surefire, JaCoCo, PIT, Checkstyle, SpotBugs) into structured summary (95 lines). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/issue-tracker-ingestion/SKILL.md,jvm-collection,"Pulling ticket details from Jira, GitHub, Linear, Azure Boards via MCP into spec (76 lines). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, workshop variant is not promoted separately.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/jacoco-coverage-policy/SKILL.md,jvm-collection,"JaCoCo coverage policy configuration for Spring projects (real JVM skill). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/junit5-testcontainers-patterns/SKILL.md,jvm-collection,"JUnit 5 and Testcontainers test-slice patterns with Spring Boot 4 (127 lines, clear high JVM fit). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/maven-harness-pom/SKILL.md,jvm-collection,"Maven POM fragments for full harness (Spotless, Checkstyle, SpotBugs, Error Prone, JaCoCo, PIT, OpenAPI, OWASP) (251 lines, depth 3 JVM guidance). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/openapi-contract-first/SKILL.md,jvm-collection,"OpenAPI contract-first workflow for Spring Boot endpoints (107 lines). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/performance-optimization/SKILL.md,jvm-collection,"Spring Boot performance optimization guidance (real JVM skill). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, workshop variant not promoted separately.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/pit-mutation-tuning/SKILL.md,jvm-collection,"PIT mutation testing configuration and interpretation (104 lines, JVM-native testing tool). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/requirements-traceability/SKILL.md,jvm-collection,"AC-to-test traceability matrix building (91 lines). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/shipping-and-launch/SKILL.md,jvm-collection,"Pre-deploy hygiene for Spring Boot features with rollout planning (153 lines, depth 2+ JVM guidance). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/spring-boot-4-conventions/SKILL.md,jvm-collection,"Spring Framework 7 / Spring Boot 4 idioms and conventions (241 lines, depth 3, high JVM fit). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/spring-code-review-rubric/SKILL.md,jvm-collection,"Spring Boot code review rubric (128 lines, covering traceability, architecture, idioms, security, test quality). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/spring-security-baseline/SKILL.md,jvm-collection,"Spring Security baseline and patterns (94+ lines, JVM-native framework skill). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/spring-task-decomposition/SKILL.md,jvm-collection,"Spring task decomposition for feature planning (real JVM guidance in SDD context). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, promote canonical only.",2026-06-28,2026-06-28
loiane,sdd-spring-angular-example,.claude/skills/tdd-red-green-refactor/SKILL.md,jvm-collection,"TDD red-green-refactor cycle guidance (real JVM testing skill). Identical copy from canonical repo loiane/specs-driven-development-spring-angular (40 stars). Per Rule 2, workshop variant not promoted separately.",2026-06-28,2026-06-28
torbenkeller,flutter-agent-connect,.claude/skills/flutter-test/SKILL.md,off-topic-tech,"Teaches Flutter simulator testing via FAC (Flutter Agent Connect) CLI. Flutter uses Dart runtime, not JVM. Real skill with concrete guidance (71 lines) but entirely non-JVM technology platform.",2026-06-28,2026-06-28
torbenkeller,claude-code-plugins,plugins/flutter-agent-connect/skills/flutter-test/SKILL.md,off-topic-tech,Duplicate of torbenkeller/flutter-agent-connect/.claude/skills/flutter-test/SKILL.md (identical 71-line content). Flutter is off-topic-tech; same skill appears in multiple author repos. Rule 2 prevents dual promotion; rejected at this secondary location.,2026-06-28,2026-06-28
torbenkeller,agentic-se-bedrock,.claude/skills/epic/SKILL.md,project-doc,"Epic creation workflow for Calvin Raumbuchungssystem (German room booking project); 65 lines, German language, heavily project-coupled via @docs/produkt/* references, project-specific templates, and CLVN ticket conventions. Hybrid project-doc rule: not extractable unchanged to other projects.",2026-06-28,2026-06-28
torbenkeller,agentic-se-bedrock,.claude/skills/pr/SKILL.md,off-topic-workflow,Generic GitHub PR creation workflow via gh CLI (49 lines); creates PRs identically from any language/project. No JVM-specific content. Rule 5: single well-developed workflow step (non-JVM) is off-topic-workflow; does not qualify as a coherent JVM-targeting workflow bundle.,2026-06-28,2026-06-28
torbenkeller,agentic-se-bedrock,.claude/skills/subtasks/SKILL.md,project-doc,"Interactive subtask planning workflow for Calvin Raumbuchungssystem; 162 lines, German language, references project-specific templates (templates/subtask.md), domain glossary (@docs/product/glossary.md), file layout (docs/product/backlog/). Hybrid project-doc: transferable guidance is secondary to project scaffolding.",2026-06-28,2026-06-28
torbenkeller,agentic-se-bedrock,.claude/skills/user-story/SKILL.md,project-doc,"User story creation for Calvin system; 70 lines, German, uses project-specific templates, ticket conventions (CLVN-XXX-STORY), and cross-references to project documentation. Explicitly coupled to project structure and conventions; not standalone transferable guidance.",2026-06-28,2026-06-28
nbyl,metio,AGENTS.md,project-doc,"Build, test, deployment, and code-style instructions for Metio (Go + React application); 76 lines of project-specific command reference (make targets, Docker build steps, dev server setup). Rule 3: build/test/endpoint documentation is project-doc, not transferable skill.",2026-06-28,2026-06-28
nbyl,shipper,AGENTS.md,project-doc,"Shipper template repo documentation explaining structure, install.sh conventions, file organization, and environment variable substitution (45 lines); describes how *this* template works, not a reusable skill. Rule 3 applies: scaffolding instructions for a meta-template project are project-doc.",2026-06-28,2026-06-28
tdeekens,flopflip,AGENTS.md,demo,Stub file (21 lines) that only delegates to @/openspec/AGENTS.md; no standalone guidance or content. Rule 7 (Voxxed Days Luxembourg): content-free stub classifications as demo before off-topic assessment. File contains generic managed-block wrapper with no real skill instructions.,2026-06-28,2026-06-28
tdeekens,flopflip,CLAUDE.md,demo,Identical delegating stub to openspec/AGENTS.md (21 lines); mirrors AGENTS.md entry exactly. No standalone guidance; merely wrapper directing users elsewhere. Rule 7 applies: content-free stubs classify as demo.,2026-06-28,2026-06-28
tdeekens,flopflip,openspec/AGENTS.md,off-topic-workflow,"OpenSpec framework instructions for spec-driven development; 522 lines, comprehensive, covers change proposals, spec validation, implementation workflow. High-quality workflow guidance but entirely language/platform-agnostic with zero JVM-specific content. Rule 34: JVM fit must apply to workflow bundles; this fails JVM-fit test despite being coherent and transferable.",2026-06-28,2026-06-28
tdeekens,tdeekens.name,.claude/skills/blogroll-add/SKILL.md,project-doc,"Blog aggregation skill for personal website project; 126 lines, hardcoded to specific repo path (/Users/tdeekens/Development/tdeekens), Anybox folder ID (C116BEF6-87B5-4661-94E7-557665E1889D), project file paths (lib/blogroll.ts, pages/blogroll.tsx). Hybrid project-doc rule: workflow pattern (fetch → deduplicate → fan-out agents → insert) is reusable but execution is entirely project-scoped; not extractable unchanged.",2026-06-28,2026-06-28
Cybersepp,weedshop,CLAUDE.md,project-doc,"Cybersepp/weedshop CLAUDE.md is project scaffolding for a static HTML/CSS/JavaScript mockup website with zero JVM content. The file contains build commands (npm run dev), project layout (file structure), conventions (navbar duplication, i18n patterns), constraints (no payment system, static-only), and design direction specific to this cannabis-shop mockup. Per Rule 3 of eval.md, bare CLAUDE.md files containing only project layout, conventions, and setup commands—not transferable skill guidance—are classified as project-doc. This is pure project-specific scaffolding guidance, not reusable methodology.",2026-06-28,2026-06-28
kthoms,operaton-example-projects,AGENTS.md,project-doc,"This AGENTS.md is project-specific guidance on working within operaton-example-projects, including conventions for BPMN/DMN naming, dual build parity, TDD requirements, and references to project-specific standards documents (EXAMPLE_STANDARDS.md). Per Rule 3, bare AGENTS.md files are project-doc when they describe project layout, workflow conventions, and binding quality gates rather than transferable skill guidance. Not extractable to other projects.",2026-06-28,2026-06-28
kthoms,operaton-example-projects,CLAUDE.md,project-doc,"This 4-line CLAUDE.md stub consists solely of pointers to project-specific standards documents (AGENTS.md and docs/EXAMPLE_STANDARDS.md) with no standalone transferable skill content. Per Rule 3 and Rule 93, stubs consisting entirely of external references to project documentation are project-doc, regardless of file extension or skill/ directory placement.",2026-06-28,2026-06-28
kthoms,o6n,CLAUDE.md,off-topic-tech,"This 104-line CLAUDE.md documents o6n, a Go-based terminal UI application using the Charmbracelet TUI ecosystem (Bubble Tea, Bubbles, Lipgloss). The codebase is written entirely in Go (main.go, internal/ packages, Go test patterns) with no JVM content. Per the rules, this is a genuine skill for non-JVM technology (Go/Rust), not transferable to JVM projects, and belongs to off-topic-tech regardless of depth or line count.",2026-06-28,2026-06-28
brentlaster,tst_skills,codespace-cc-installer/SKILL.md,off-topic-workflow,"185-line skill for automating Claude Code installation in GitHub Codespaces via browser automation. While substantive and reusable, the skill teaches a general development workflow (environment setup tooling) not JVM-specific guidance. The procedure—navigating VS Code web UI, OAuth flows, terminal interactions—applies identically in non-JVM projects. Not a JVM skill.",2026-06-28,2026-06-28
brentlaster,tst_skills,conference-talk-builder/SKILL.md,off-topic-workflow,"158-line skill for building complete conference talk presentations (outline, slides, script). This teaches a generic agentic workflow for presentation authoring (research, outline, slide design, script verification) with no JVM-specific content. Applies equally to talks on any topic. Not a JVM skill.",2026-06-28,2026-06-28
brentlaster,tst_skills,conference-talk-improvement/SKILL.md,off-topic-workflow,"237-line skill for improving conference talks based on evaluation feedback (assess recommendations, apply changes, generate examples). General presentation refinement workflow with no JVM content. Works for any talk topic. Not a JVM skill.",2026-06-28,2026-06-28
brentlaster,tst_skills,deck-to-template/SKILL.md,off-topic-workflow,"267-line skill for converting conference talk decks to a business template style (theme, styling, bookend slides). Teaches PowerPoint template application and OOXML manipulation without JVM-specific guidance. Applies to any talk deck. Not a JVM skill.",2026-06-28,2026-06-28
brentlaster,tst_skills,presentation-speaker-cues/SKILL.md,off-topic-workflow,"159-line skill for adding speaker notes and memory aids to presentation decks (mnemonics, cue slides, timing hints). General presentation delivery coaching with no JVM content. Applies to any talk. Not a JVM skill.",2026-06-28,2026-06-28
brentlaster,tst_skills,script-authenticity-fixer/SKILL.md,off-topic-workflow,332-line skill for fixing AI-generated scripts by replacing fabricated anecdotes with research citations and code demos. Generic script editing/authentication methodology with no JVM focus. Applies to any talk script. Not a JVM skill.,2026-06-28,2026-06-28
brentlaster,tst_skills,talk-expander/SKILL.md,off-topic-workflow,466-line skill for expanding conference talk decks by inserting slides from script content (reducing memorization burden). General presentation design/expansion workflow with no JVM-specific teaching. Applies to any talk. Not a JVM skill.,2026-06-28,2026-06-28
brentlaster,tst_skills,talk-memorizer/SKILL.md,off-topic-workflow,"324-line skill for memorization coaching using active recall, spaced repetition, memory palaces, and visual mnemonics. General cognitive learning methodology applied to presentation delivery, with no JVM-specific guidance. Works for any talk. Not a JVM skill.",2026-06-28,2026-06-28
brentlaster,tst_skills,training-course-builder/SKILL.md,off-topic-workflow,"531-line skill for building and updating technical training courses (labs, slides, devcontainers, dependencies). Teaches general course authoring workflow, repo structure, lab formatting, and QA—applicable to any technical domain. While mentions AI/ML training context, the skill itself is domain-agnostic workflow guidance, not JVM-specific. Not a JVM skill.",2026-06-28,2026-06-28
brentlaster,tst_skills,training-deck-reviewer/SKILL.md,off-topic-workflow,"1594-line comprehensive QA reviewer for training decks (inventory, accuracy audits, visual checks, animation testing, flow analysis). Generic deck review methodology with 9-phase process. No JVM-specific teaching—applies to any training deck. Not a JVM skill.",2026-06-28,2026-06-28
brentlaster,tst_skills,training-lab-reviewer/SKILL.md,off-topic-workflow,"427-line skill for automated QA testing of training labs in GitHub Codespaces via Chrome browser automation (execute commands, parse labs.md, log results). Generic lab execution/testing methodology with no JVM-specific guidance. Applies to any Codespace-based lab repo. Not a JVM skill.",2026-06-28,2026-06-28
ramafasa,dietoterapia-web,CLAUDE.md,off-topic-tech,"633-line project guidance document for an Astro SSR website (dietitian clinic web app) using Astro, React Islands, TypeScript, Tailwind CSS, PostgreSQL, Lucia Auth, Zod. This is frontend/web-stack focused (Astro SSR + React) with PostgreSQL backing. Per Rule 3, bare CLAUDE.md for project context = project-doc; additionally, the stack (Astro, React, TypeScript) is explicitly off-topic for JVM skills. Not a JVM project or guidance.",2026-06-28,2026-06-28
ramafasa,10x-dietMe,CLAUDE.md,project-doc,"241-line project guidance document for a Spring Boot 3.5.7 + Kotlin diet mentoring platform (groups, content publishing, weight tracking). While JVM-based (Spring Boot, Kotlin, Gradle, Kotest, JUnit 5), this is **project-specific scaffolding** (architecture overview, directory layout, dev commands, CI/CD setup, frontend integration). Per Rule 3 and Rule 101 (hybrid project-doc rule), a bare CLAUDE.md mixing project-specific layout guidance with scattered JVM patterns is not a standalone reusable skill. Content is extractable only if transplanted with this project's folder conventions. Not a transferable skill.",2026-06-28,2026-06-28
